"time","type","buySideTrader","sellSideTrader","size","price","penalty"
"88","Trade","hfTrader","fundamentalBuyer","0","3172",""
"88","Trade","intermediary","fundamentalBuyer","0","3005",""
"88","Trade","hfTrader","fundamentalBuyer","0","3005",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2824",""
"88","Trade","intermediary","fundamentalBuyer","0","2824",""
"88","Trade","hfTrader","fundamentalBuyer","0","2824",""
"88","Trade","intermediary","fundamentalBuyer","0","2637",""
"88","Trade","hfTrader","fundamentalBuyer","0","2637",""
"88","Trade","intermediary","fundamentalBuyer","0","2574",""
"88","Trade","hfTrader","fundamentalBuyer","0","2574",""
"88","Trade","intermediary","fundamentalBuyer","0","2388",""
"88","Trade","hfTrader","fundamentalBuyer","0","2388",""
"88","Trade","intermediary","fundamentalBuyer","0","2211",""
"88","Trade","hfTrader","fundamentalBuyer","0","2211",""
"88","Trade","intermediary","fundamentalBuyer","0","2049",""
"88","Trade","hfTrader","fundamentalBuyer","0","2049",""
"88","Trade","intermediary","fundamentalBuyer","0","1908",""
"88","Trade","hfTrader","fundamentalBuyer","0","1908",""
"88","Trade","intermediary","fundamentalBuyer","0","1792",""
"88","Trade","hfTrader","fundamentalBuyer","0","1792",""
"88","Trade","intermediary","fundamentalBuyer","0","1707",""
"88","Trade","hfTrader","fundamentalBuyer","0","1707",""
"88","Trade","intermediary","fundamentalBuyer","0","1654",""
"88","Trade","hfTrader","fundamentalBuyer","0","1654",""
"88","Trade","intermediary","fundamentalBuyer","0","1637",""
"88","Trade","hfTrader","fundamentalBuyer","0","1637",""
"88","Trade","intermediary","fundamentalBuyer","0","1654",""
"88","Trade","hfTrader","fundamentalBuyer","0","1654",""
"88","Trade","intermediary","fundamentalBuyer","0","1707",""
"88","Trade","hfTrader","fundamentalBuyer","0","1707",""
"88","Trade","intermediary","fundamentalBuyer","0","1792",""
"88","Trade","hfTrader","fundamentalBuyer","0","1792",""
"88","Trade","intermediary","fundamentalBuyer","0","1908",""
"88","Trade","hfTrader","fundamentalBuyer","0","1908",""
"88","Trade","hfTrader","fundamentalBuyer","0","2049",""
"88","Trade","hfTrader","fundamentalBuyer","0","2049",""
"88","Trade","hfTrader","fundamentalBuyer","0","2211",""
"88","Trade","hfTrader","fundamentalBuyer","0","2211",""
"88","Trade","hfTrader","fundamentalBuyer","0","2388",""
"88","Trade","hfTrader","fundamentalBuyer","0","2388",""
"88","Trade","hfTrader","fundamentalBuyer","0","2574",""
"88","Trade","hfTrader","fundamentalBuyer","0","2574",""
"88","Trade","hfTrader","fundamentalBuyer","0","2762",""
"88","Trade","hfTrader","fundamentalBuyer","0","2762",""
"88","Trade","hfTrader","fundamentalBuyer","0","2946",""
"88","Trade","hfTrader","fundamentalBuyer","0","2946",""
"88","Trade","opportunisticTrader","intermediary","8","3541",""
"88","Trade","intermediary","intermediary","440","0",""
"88","Trade","intermediary","intermediary","440","0",""
"88","Trade","intermediary","intermediary","440","0",""
"88","Trade","fundamentalSeller","intermediary","258","0",""
"88","Trade","fundamentalSeller","intermediary","258","0",""
"88","Trade","opportunisticTrader","intermediary","7","0",""
"88","Trade","opportunisticTrader","intermediary","7","0",""
"88","Trade","opportunisticTrader","intermediary","7","0",""
"88","Trade","opportunisticTrader","intermediary","7","0",""
"88","Trade","opportunisticTrader","hfTrader","8","1770",""
"88","Trade","opportunisticTrader","hfTrader","8","1770",""
"88","Trade","opportunisticTrader","hfTrader","8","1770",""
"88","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"88","Trade","fundamentalSeller","fundamentalBuyer","30","1770",""
"88","Trade","intermediary","hfTrader","440","1770",""
"88","Trade","intermediary","hfTrader","440","1770",""
"88","Trade","intermediary","hfTrader","440","1770",""
"88","Trade","hfTrader","opportunisticTrader","122","3949",""
"88","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"88","Trade","fundamentalSeller","opportunisticTrader","122","3949",""
"88","Trade","hfTrader","fundamentalBuyer","222","3949",""
"88","Trade","hfTrader","fundamentalBuyer","222","3949",""
"88","Trade","opportunisticTrader","intermediary","0","3996",""
"88","Trade","opportunisticTrader","intermediary","0","3937",""
"88","Trade","opportunisticTrader","intermediary","0","3809",""
"88","Trade","opportunisticTrader","intermediary","0","3618",""
"88","Trade","intermediary","intermediary","11","0",""
"88","Trade","intermediary","intermediary","11","0",""
"88","Trade","intermediary","intermediary","11","0",""
"88","Trade","fundamentalSeller","intermediary","2277","0",""
"88","Trade","fundamentalSeller","intermediary","2277","0",""
"88","Trade","opportunisticTrader","intermediary","0","0",""
"88","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"88","Trade","fundamentalSeller","fundamentalBuyer","237","3966",""
"88","Trade","intermediary","hfTrader","11","3966",""
"88","Trade","intermediary","hfTrader","11","3966",""
"88","Trade","intermediary","hfTrader","11","3966",""
"88","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"88","Trade","fundamentalSeller","fundamentalBuyer","246","3873",""
"88","Trade","intermediary","hfTrader","11","3873",""
"88","Trade","intermediary","hfTrader","11","3873",""
"88","Trade","intermediary","hfTrader","11","3873",""
"88","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"88","Trade","fundamentalSeller","fundamentalBuyer","245","3713",""
"88","Trade","intermediary","hfTrader","11","3713",""
"88","Trade","intermediary","hfTrader","11","3713",""
"88","Trade","intermediary","hfTrader","11","3713",""
"88","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"88","Trade","fundamentalSeller","fundamentalBuyer","4","1809",""
"88","Trade","intermediary","hfTrader","11","1809",""
"88","Trade","intermediary","hfTrader","11","1809",""
"88","Trade","intermediary","hfTrader","11","1809",""
"88","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"88","Trade","fundamentalSeller","fundamentalBuyer","200","37500",""
"88","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"88","Trade","fundamentalSeller","fundamentalSeller","86","37500",""
"88","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"88","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"88","Trade","hfTrader","fundamentalBuyer","1720","1500",""
"88","Trade","fundamentalBuyer-1","intermediary","500","1500",""
"88","Trade","intermediary","intermediary","11","1500",""
"88","Trade","intermediary","intermediary","11","1500",""
"88","Trade","intermediary","intermediary","11","1500",""
"88","Trade","opportunisticTrader","intermediary","58","52",""
"88","Trade","opportunisticTrader","smallTrader","58","3071",""
"88","Trade","opportunisticTrader","smallTrader","58","3071",""
"88","Trade","opportunisticTrader","hfTrader","58","2285",""
"88","Trade","opportunisticTrader","hfTrader","58","2285",""
"88","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"88","Trade","fundamentalSeller","fundamentalBuyer","107","2285",""
"88","Trade","intermediary","hfTrader","440","2285",""
"88","Trade","intermediary","hfTrader","440","2285",""
"88","Trade","intermediary","hfTrader","440","2285",""
"88","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"88","Trade","opportunisticTrader","fundamentalBuyer","26","2118",""
"88","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"88","Trade","opportunisticTrader","fundamentalSeller","21","2118",""
"88","Trade","intermediary","hfTrader","440","2118",""
"88","Trade","intermediary","fundamentalSeller-1","440","2618",""
"88","Trade","intermediary","hfTrader","24","2118",""
"88","Trade","smallTrader","hfTrader","0","1510",""
"88","Trade","opportunisticTrader","hfTrader","0","1510",""
"88","Trade","intermediary","fundamentalBuyer","0","2049",""
"88","Trade","hfTrader","fundamentalBuyer","0","2049",""
"88","Trade","intermediary","fundamentalBuyer","0","2211",""
"88","Trade","hfTrader","fundamentalBuyer","0","2211",""
"88","Trade","intermediary","fundamentalBuyer","0","2388",""
"88","Trade","hfTrader","fundamentalBuyer","0","2388",""
"88","Trade","intermediary","fundamentalBuyer","0","2574",""
"88","Trade","hfTrader","fundamentalBuyer","0","2574",""
"88","Trade","intermediary","fundamentalBuyer","0","2762",""
"88","Trade","hfTrader","fundamentalBuyer","0","2762",""
"88","Trade","intermediary","fundamentalBuyer","0","2946",""
"88","Trade","hfTrader","fundamentalBuyer","0","2946",""
"88","Trade","intermediary","fundamentalBuyer","0","3118",""
"88","Trade","hfTrader","fundamentalBuyer","0","3118",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3407",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3407",""
"88","Trade","hfTrader","opportunisticTrader","0","3407",""
"88","Trade","intermediary","opportunisticTrader","0","3407",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3513",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3513",""
"88","Trade","hfTrader","opportunisticTrader","0","3513",""
"88","Trade","intermediary","opportunisticTrader","0","3513",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3588",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3588",""
"88","Trade","hfTrader","opportunisticTrader","0","3588",""
"88","Trade","intermediary","opportunisticTrader","0","3588",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3629",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3629",""
"88","Trade","hfTrader","opportunisticTrader","0","3629",""
"88","Trade","intermediary","opportunisticTrader","0","3629",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3635",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3635",""
"88","Trade","hfTrader","opportunisticTrader","0","3635",""
"88","Trade","intermediary","opportunisticTrader","0","3635",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3605",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3605",""
"88","Trade","hfTrader","opportunisticTrader","0","3605",""
"88","Trade","intermediary","opportunisticTrader","0","3605",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3541",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3541",""
"88","Trade","hfTrader","opportunisticTrader","0","3541",""
"88","Trade","intermediary","opportunisticTrader","0","3541",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3446",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3446",""
"88","Trade","hfTrader","opportunisticTrader","0","3446",""
"88","Trade","intermediary","opportunisticTrader","0","3446",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3321",""
"88","Trade","fundamentalSeller","fundamentalBuyer","0","3321",""
"88","Trade","hfTrader","opportunisticTrader","0","3321",""
"88","Trade","intermediary","opportunisticTrader","0","3321",""
"88","Trade","intermediary","fundamentalBuyer","0","3172",""
"88","Trade","hfTrader","fundamentalBuyer","0","3172",""
"88","Trade","intermediary","fundamentalBuyer","0","3005",""
"88","Trade","hfTrader","fundamentalBuyer","0","3005",""
"88","Trade","intermediary","fundamentalBuyer","0","2824",""
"88","Trade","hfTrader","fundamentalBuyer","0","2824",""
"88","Trade","intermediary","fundamentalBuyer","0","2637",""
"88","Trade","hfTrader","fundamentalBuyer","0","2637",""
"88","Trade","intermediary","fundamentalBuyer","0","2574",""
"88","Trade","hfTrader","fundamentalBuyer","0","2574",""
"88","Trade","intermediary","fundamentalBuyer","0","2388",""
"88","Trade","hfTrader","fundamentalBuyer","0","2388",""
"88","Trade","intermediary","fundamentalBuyer","0","2211",""
"88","Trade","hfTrader","fundamentalBuyer","0","2211",""
"88","Trade","intermediary","fundamentalBuyer","0","2049",""
"88","Trade","hfTrader","fundamentalBuyer","0","2049",""
"88","Trade","intermediary","fundamentalBuyer","0","1908",""
"88","Trade","hfTrader","fundamentalBuyer","0","1908",""
"88","Trade","intermediary","fundamentalBuyer","0","1792",""
"88","Trade","hfTrader","fundamentalBuyer","0","1792",""
"88","Trade","intermediary","fundamentalBuyer","0","1707",""
"88","Trade","hfTrader","fundamentalBuyer","0","1707",""
"88","Trade","intermediary","fundamentalBuyer","0","1654",""
"88","Trade","hfTrader","fundamentalBuyer","0","1654",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","1637",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","1637",""
"88","Trade","intermediary","fundamentalBuyer","0","1637",""
"88","Trade","hfTrader","fundamentalBuyer","0","1637",""
"88","Trade","intermediary","fundamentalBuyer","0","1654",""
"88","Trade","hfTrader","fundamentalBuyer","0","1654",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","1707",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","1707",""
"88","Trade","intermediary","fundamentalBuyer","0","1707",""
"88","Trade","hfTrader","fundamentalBuyer","0","1707",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","1792",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","1792",""
"88","Trade","intermediary","fundamentalBuyer","0","1792",""
"88","Trade","hfTrader","fundamentalBuyer","0","1792",""
"88","Trade","intermediary","fundamentalBuyer","0","1908",""
"88","Trade","hfTrader","fundamentalBuyer","0","1908",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2049",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2049",""
"88","Trade","intermediary","fundamentalBuyer","0","2049",""
"88","Trade","hfTrader","fundamentalBuyer","0","2049",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2211",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2211",""
"88","Trade","intermediary","fundamentalBuyer","0","2211",""
"88","Trade","hfTrader","fundamentalBuyer","0","2211",""
"88","Trade","intermediary","fundamentalBuyer","0","2388",""
"88","Trade","hfTrader","fundamentalBuyer","0","2388",""
"88","Trade","intermediary","fundamentalBuyer","0","2574",""
"88","Trade","hfTrader","fundamentalBuyer","0","2574",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2762",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2762",""
"88","Trade","intermediary","fundamentalBuyer","0","2762",""
"88","Trade","hfTrader","fundamentalBuyer","0","2762",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2946",""
"88","Trade","opportunisticTrader","fundamentalSeller","109","2946",""
"88","Trade","intermediary","fundamentalBuyer","0","2946",""
"88","Trade","hfTrader","fundamentalBuyer","0","2946",""
"88","Trade","fundamentalSeller","fundamentalSeller","2000","3118",""
"88","Trade","fundamentalSeller","fundamentalSeller","2000","3118",""
"88","Trade","intermediary","fundamentalBuyer","0","3118",""
"88","Trade","hfTrader","fundamentalBuyer","0","3118",""
"88","Trade","fundamentalSeller","fundamentalBuyer","200","3407",""
"88","Trade","fundamentalSeller","fundamentalBuyer","200","3407",""
"88","Trade","hfTrader","opportunisticTrader","0","3407",""
"88","Trade","intermediary","opportunisticTrader","0","3407",""
"88","Trade","hfTrader","opportunisticTrader","0","3513",""
"88","Trade","intermediary","opportunisticTrader","0","3513",""
"88","Trade","fundamentalSeller","fundamentalBuyer","200","3588",""
"88","Trade","fundamentalSeller","fundamentalBuyer","200","3588",""
"88","Trade","hfTrader","opportunisticTrader","0","3588",""
"88","Trade","intermediary","opportunisticTrader","0","3588",""
"88","Trade","fundamentalSeller","fundamentalBuyer","200","3629",""
"88","Trade","fundamentalSeller","fundamentalBuyer","200","3629",""
"88","Trade","hfTrader","opportunisticTrader","0","3629",""
"88","Trade","intermediary","opportunisticTrader","0","3629",""
"88","Trade","hfTrader","opportunisticTrader","0","3635",""
"88","Trade","intermediary","opportunisticTrader","0","3635",""
